id,gen,sp,en,cnt,loc,lat,lng,type,q,length,file,date,familia,nombre_comun,region
639823,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Mochilo Hostal, Pueblo Viejo, Mocoa, Putumayo",1.1966,,uncertain,D,0:10,https://xeno-canto.org/639823/download,2021-03-31,Strigidae,Buhíto ferruginoso,Amazonia
693544,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Matraca trail, Inirida, Guainia",3.8627,,song,A,0:45,https://xeno-canto.org/693544/download,2021-11-20,Strigidae,Buhíto ferruginoso,Amazonia
693542,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Matraca trail, Inirida, Guainia",3.8627,,song,A,0:40,https://xeno-canto.org/693542/download,2021-11-20,Strigidae,Buhíto ferruginoso,Amazonia
693543,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Matraca trail, Inirida, Guainia",3.8627,,song,B,0:24,https://xeno-canto.org/693543/download,2021-11-20,Strigidae,Buhíto ferruginoso,Amazonia
361345,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Cerro Azúl, Serranía de la Lindosa, San José Del Guaviare, Guaviare",2.5272,,song,A,1:33,https://xeno-canto.org/361345/download,2016-10-21,Strigidae,Buhíto ferruginoso,Amazonia
361344,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Cerro Azúl, Serranía de la Lindosa, San José Del Guaviare, Guaviare",2.5272,,song,A,0:36,https://xeno-canto.org/361344/download,2016-10-21,Strigidae,Buhíto ferruginoso,Amazonia
361343,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"Cerro Azúl, Serranía de la Lindosa, San José Del Guaviare, Guaviare",2.5272,,song,A,0:36,https://xeno-canto.org/361343/download,2016-10-21,Strigidae,Buhíto ferruginoso,Amazonia
106281,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,San Jose de Guaviare - Departamento del Guaviare,2.667,,song,A,0:58,https://xeno-canto.org/106281/download,2012-06-25,Strigidae,Buhíto ferruginoso,Amazonia
405408,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,"San José del Guaviare, Guaviare",2.5936,,song,C,2:06,https://xeno-canto.org/405408/download,2017-06-20,Strigidae,Buhíto ferruginoso,Amazonia
106282,Glaucidium,brasilianum,Ferruginous Pygmy Owl,Colombia,San Jose de Guaviare - Departamento del Guaviare,2.667,,song,C,0:38,https://xeno-canto.org/106282/download,2012-06-25,Strigidae,Buhíto ferruginoso,Amazonia
706522,Chordeiles,pusillus,Least Nighthawk,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,"call, song",B,0:32,https://xeno-canto.org/706522/download,2022-02-18,Caprimulgidae,Chotacabras menudo,Amazonia
706521,Chordeiles,pusillus,Least Nighthawk,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,"call, song",B,0:20,https://xeno-canto.org/706521/download,2022-02-18,Caprimulgidae,Chotacabras menudo,Amazonia
706520,Chordeiles,pusillus,Least Nighthawk,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,song,B,0:30,https://xeno-canto.org/706520/download,2022-02-17,Caprimulgidae,Chotacabras menudo,Amazonia
706518,Chordeiles,pusillus,Least Nighthawk,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,song,B,0:25,https://xeno-canto.org/706518/download,2022-02-18,Caprimulgidae,Chotacabras menudo,Amazonia
706366,Chordeiles,pusillus,Least Nighthawk,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,call,B,0:08,https://xeno-canto.org/706366/download,2022-02-17,Caprimulgidae,Chotacabras menudo,Amazonia
706364,Chordeiles,pusillus,Least Nighthawk,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,call,B,0:05,https://xeno-canto.org/706364/download,2022-02-17,Caprimulgidae,Chotacabras menudo,Amazonia
1036462,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,call,A,0:31,https://xeno-canto.org/1036462/download,2022-10-14,Caprimulgidae,Chotacabras menudo,Amazonia
693417,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,call,A,0:20,https://xeno-canto.org/693417/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
693415,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,"call, song, song and call",A,0:45,https://xeno-canto.org/693415/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
693414,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,0:33,https://xeno-canto.org/693414/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
693413,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,call,A,0:18,https://xeno-canto.org/693413/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
693412,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,0:19,https://xeno-canto.org/693412/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
1036470,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,call,B,0:10,https://xeno-canto.org/1036470/download,2022-10-14,Caprimulgidae,Chotacabras menudo,Amazonia
1036469,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,call,B,0:12,https://xeno-canto.org/1036469/download,2022-10-14,Caprimulgidae,Chotacabras menudo,Amazonia
1036467,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,call,B,0:10,https://xeno-canto.org/1036467/download,2022-10-14,Caprimulgidae,Chotacabras menudo,Amazonia
1036466,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,call,B,0:21,https://xeno-canto.org/1036466/download,2022-10-14,Caprimulgidae,Chotacabras menudo,Amazonia
1033831,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,flight call,B,1:10,https://xeno-canto.org/1033831/download,2022-10-13,Caprimulgidae,Chotacabras menudo,Amazonia
693416,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,call,B,0:16,https://xeno-canto.org/693416/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
693411,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,B,0:26,https://xeno-canto.org/693411/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
693410,Chordeiles,pusillus,Least Nighthawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,"call, song, song and call",B,1:09,https://xeno-canto.org/693410/download,2021-11-22,Caprimulgidae,Chotacabras menudo,Amazonia
1036468,Chordeiles,pusillus,Least Nighthawk,Colombia,"White Sand Forest S of Inírida, Guainía",3.8235,,call,C,0:13,https://xeno-canto.org/1036468/download,2022-10-14,Caprimulgidae,Chotacabras menudo,Amazonia
743186,Rupornis,magnirostris,Roadside Hawk,Colombia,"Leticia, Leticia, Amazonas",-4.2173,,call,B,0:46,https://xeno-canto.org/743186/download,2022-06-27,Accipitridae,Gavilán caminero,Amazonia
1036902,Rupornis,magnirostris,Roadside Hawk,Colombia,"Pava Negra Nature Reserve - Florencia, Caquetá.",1.7135,,call,A,0:40,https://xeno-canto.org/1036902/download,2025-09-06,Accipitridae,Gavilán caminero,Amazonia
627550,Rupornis,magnirostris,Roadside Hawk,Colombia,"Cerro Travesías - Florencia, Caquetá",1.6815,,"flight call, song",A,0:21,https://xeno-canto.org/627550/download,2021-03-05,Accipitridae,Gavilán caminero,Amazonia
591184,Rupornis,magnirostris,Roadside Hawk,Colombia,"Morelia, Caquetá",1.4457,,song,A,0:11,https://xeno-canto.org/591184/download,2020-09-26,Accipitridae,Gavilán caminero,Amazonia
117384,Rupornis,magnirostris,Roadside Hawk,Colombia,"PNN Chiribiquete, Solano, Caquetá",-0.2483333333,,song,A,0:26,https://xeno-canto.org/117384/download,2000-11-01,Accipitridae,Gavilán caminero,Amazonia
558090,Rupornis,magnirostris,Roadside Hawk,Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,call,B,0:03,https://xeno-canto.org/558090/download,2020-05-10,Accipitridae,Gavilán caminero,Amazonia
549988,Rupornis,magnirostris,Roadside Hawk,Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,call,B,0:12,https://xeno-canto.org/549988/download,2020-04-20,Accipitridae,Gavilán caminero,Amazonia
549987,Rupornis,magnirostris,Roadside Hawk,Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,call,B,0:02,https://xeno-canto.org/549987/download,2020-04-20,Accipitridae,Gavilán caminero,Amazonia
117546,Rupornis,magnirostris,Roadside Hawk,Colombia,"Alto río Yurayaco, La Esmeralda, San José de la Fragua, Caquetá",1.348611,,song,B,0:15,https://xeno-canto.org/117546/download,2000-09-03,Accipitridae,Gavilán caminero,Amazonia
117322,Rupornis,magnirostris,Roadside Hawk,Colombia,"Alto río Yurayaco, La Esmeralda, San José de la Fragua, Caquetá",1.348611,,song,D,0:16,https://xeno-canto.org/117322/download,2000-09-01,Accipitridae,Gavilán caminero,Amazonia
449501,Rupornis,magnirostris,Roadside Hawk,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,call,C,1:05,https://xeno-canto.org/449501/download,2018-12-30,Accipitridae,Gavilán caminero,Amazonia
81400,Rupornis,magnirostris,Roadside Hawk,Colombia,"Mitu, Vaupes",1.2598,,call,A,1:02,https://xeno-canto.org/81400/download,2011-06-08,Accipitridae,Gavilán caminero,Amazonia
1040654,Rupornis,magnirostris,Roadside Hawk,Colombia,"forest nr Rubbish dump, Inírida, Guainía",3.8262,,song,A,0:18,https://xeno-canto.org/1040654/download,2022-10-18,Accipitridae,Gavilán caminero,Amazonia
1040527,Rupornis,magnirostris,Roadside Hawk,Colombia,"Matraca trail, Inirida, Guainia. Varzea",,,song,A,0:20,https://xeno-canto.org/1040527/download,2022-10-16,Accipitridae,Gavilán caminero,Amazonia
1035040,Rupornis,magnirostris,Roadside Hawk,Colombia,"Kenke, Reserva Flor de Inirida - Inírida, Guainia",3.8139,,song,A,0:25,https://xeno-canto.org/1035040/download,2022-10-14,Accipitridae,Gavilán caminero,Amazonia
693818,Rupornis,magnirostris,Roadside Hawk,Colombia,"Flor de Inirida, Guainía",3.813305,,call,A,0:15,https://xeno-canto.org/693818/download,2021-11-19,Accipitridae,Gavilán caminero,Amazonia
443972,Rupornis,magnirostris,Roadside Hawk,Colombia,"Matraca trail, Inirida, Guainia",3.8627,,song,A,0:29,https://xeno-canto.org/443972/download,2018-11-12,Accipitridae,Gavilán caminero,Amazonia
1040046,Rupornis,magnirostris,Roadside Hawk,Colombia,"Sabanitas, Inírida, White sand forest. Guainía. ",3.8849,,"call, song",B,0:58,https://xeno-canto.org/1040046/download,2022-10-15,Accipitridae,Gavilán caminero,Amazonia
693819,Rupornis,magnirostris,Roadside Hawk,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,call,B,0:07,https://xeno-canto.org/693819/download,2021-11-22,Accipitridae,Gavilán caminero,Amazonia
357518,Rupornis,magnirostris,Roadside Hawk,Colombia,"Inírida, Guainía",3.8186,,call,B,0:33,https://xeno-canto.org/357518/download,2017-02-15,Accipitridae,Gavilán caminero,Amazonia
608230,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,call,A,0:16,https://xeno-canto.org/608230/download,2020-12-10,Thamnophilidae,Hormiguero crestado,Amazonia
540660,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,call,A,0:23,https://xeno-canto.org/540660/download,2020-02-09,Thamnophilidae,Hormiguero crestado,Amazonia
449365,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,call,A,0:18,https://xeno-canto.org/449365/download,2019-01-01,Thamnophilidae,Hormiguero crestado,Amazonia
449227,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,song,A,0:56,https://xeno-canto.org/449227/download,2018-12-28,Thamnophilidae,Hormiguero crestado,Amazonia
449226,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,song,A,0:34,https://xeno-canto.org/449226/download,2018-12-28,Thamnophilidae,Hormiguero crestado,Amazonia
448050,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,song,A,1:04,https://xeno-canto.org/448050/download,2018-02-10,Thamnophilidae,Hormiguero crestado,Amazonia
332731,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,song,A,3:05,https://xeno-canto.org/332731/download,2016-07-28,Thamnophilidae,Hormiguero crestado,Amazonia
322067,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,song,A,0:58,https://xeno-canto.org/322067/download,2016-05-24,Thamnophilidae,Hormiguero crestado,Amazonia
322058,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,song,A,1:15,https://xeno-canto.org/322058/download,2016-05-21,Thamnophilidae,Hormiguero crestado,Amazonia
322057,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,song,A,0:38,https://xeno-canto.org/322057/download,2016-05-21,Thamnophilidae,Hormiguero crestado,Amazonia
322056,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,"call, song",A,0:35,https://xeno-canto.org/322056/download,2016-05-21,Thamnophilidae,Hormiguero crestado,Amazonia
322055,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,song,A,0:32,https://xeno-canto.org/322055/download,2016-05-21,Thamnophilidae,Hormiguero crestado,Amazonia
322054,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,call,A,0:53,https://xeno-canto.org/322054/download,2016-05-21,Thamnophilidae,Hormiguero crestado,Amazonia
610114,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,song,B,0:56,https://xeno-canto.org/610114/download,2020-12-18,Thamnophilidae,Hormiguero crestado,Amazonia
512859,Frederickena,fulva,Fulvous Antshrike,Colombia,"Reserva Natural La Isla Escondida, Orito, Putumayo",0.6513,,song,B,0:27,https://xeno-canto.org/512859/download,2019-12-17,Thamnophilidae,Hormiguero crestado,Amazonia
438709,Frederickena,fulva,Fulvous Antshrike,Colombia,"Vereda El Libano, Orito, Putumayo",0.6567,,song,B,7:39,https://xeno-canto.org/438709/download,2018-10-13,Thamnophilidae,Hormiguero crestado,Amazonia
421006,Frederickena,fulva,Fulvous Antshrike,Colombia,"Finca Larandia, Vereda Peneya, Puerto Asís, Putumayo",0.5292,,song,B,0:31,https://xeno-canto.org/421006/download,2018-06-10,Thamnophilidae,Hormiguero crestado,Amazonia
357455,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.7398,,song,B,0:23,https://xeno-canto.org/357455/download,2016-12-28,Thamnophilidae,Hormiguero crestado,Amazonia
332736,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo Mundo, Resguardo Indígena Jardín de la Sierra, Orito, Putumayo",0.6937,,song,B,0:43,https://xeno-canto.org/332736/download,2016-07-29,Thamnophilidae,Hormiguero crestado,Amazonia
305752,Frederickena,fulva,Fulvous Antshrike,Colombia,"Nuevo mundo - Orito, Putumayo",0.7398,,call,B,0:19,https://xeno-canto.org/305752/download,2016-03-03,Thamnophilidae,Hormiguero crestado,Amazonia
1069417,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Amacayacu NP Leticia, Amazonas",-3.4449,,song,A,0:10,https://xeno-canto.org/1069417/download,1987-02-00,Tinamidae,Tinamú ondulado,Amazonia
613795,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Puerto Nariño, Amazonas",-3.7865,,song,A,0:05,https://xeno-canto.org/613795/download,2019-07-20,Tinamidae,Tinamú ondulado,Amazonia
743191,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Leticia, Leticia, Amazonas",-4.2173,,song,B,1:14,https://xeno-canto.org/743191/download,2022-06-27,Tinamidae,Tinamú ondulado,Amazonia
729222,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Puerto Nariño, Amazonas",-3.7723,,song,C,0:05,https://xeno-canto.org/729222/download,2022-05-10,Tinamidae,Tinamú ondulado,Amazonia
353343,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Mocagua island, Leticia, Amazonas Department",-3.8385,,song,E,0:12,https://xeno-canto.org/353343/download,2015-08-09,Tinamidae,Tinamú ondulado,Amazonia
550059,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,song,A,0:02,https://xeno-canto.org/550059/download,2020-04-20,Tinamidae,Tinamú ondulado,Amazonia
217154,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Reserva las Dalias, La Montañita, Caquetá",1.4883,,song,B,0:25,https://xeno-canto.org/217154/download,2015-03-14,Tinamidae,Tinamú ondulado,Amazonia
429773,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Morelia, Caquetá",1.4,,song,C,1:20,https://xeno-canto.org/429773/download,2015-12-12,Tinamidae,Tinamú ondulado,Amazonia
1063153,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Puerto Leguízamo, Putumayo",-0.1721,,song,A,2:20,https://xeno-canto.org/1063153/download,2025-11-27,Tinamidae,Tinamú ondulado,Amazonia
1063150,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Puerto Leguízamo, Putumayo",-0.1721,,song,A,1:07,https://xeno-canto.org/1063150/download,2025-11-27,Tinamidae,Tinamú ondulado,Amazonia
302125,Crypturellus,undulatus,Undulated Tinamou,Colombia,"V/Rumiyaco Mocoa, Putumayo",1.1265,,song,B,0:21,https://xeno-canto.org/302125/download,2015-12-10,Tinamidae,Tinamú ondulado,Amazonia
295953,Crypturellus,undulatus,Undulated Tinamou,Colombia,"V/Rumiyaco Mocoa, Putumayo",1.1282,,song,B,0:12,https://xeno-canto.org/295953/download,2015-12-08,Tinamidae,Tinamú ondulado,Amazonia
199262,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Villagarzon, Putumayo",0.8049,,song,B,2:00,https://xeno-canto.org/199262/download,2014-09-19,Tinamidae,Tinamú ondulado,Amazonia
245095,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Reserva Natural Playa Guio, San José del Guaviare, Guaviare",2.5828,,song,B,1:16,https://xeno-canto.org/245095/download,2013-07-02,Tinamidae,Tinamú ondulado,Amazonia
245077,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Reserva Natural Playa Guio, San José del Guaviare, Guaviare",2.5828,,song,B,0:29,https://xeno-canto.org/245077/download,2013-06-29,Tinamidae,Tinamú ondulado,Amazonia
142103,Crypturellus,undulatus,Undulated Tinamou,Colombia,"San José del Guaviare, Guaviare",2.5738,,song,B,1:16,https://xeno-canto.org/142103/download,2013-07-01,Tinamidae,Tinamú ondulado,Amazonia
106270,Crypturellus,undulatus,Undulated Tinamou,Colombia,San Jose de Guaviare - Departamento del Guaviare,2.667,,song,C,0:33,https://xeno-canto.org/106270/download,2012-06-28,Tinamidae,Tinamú ondulado,Amazonia
106332,Crypturellus,undulatus,Undulated Tinamou,Colombia,San Jose de Guaviare - Departamento del Guaviare,2.667,,song,D,0:17,https://xeno-canto.org/106332/download,2012-06-26,Tinamidae,Tinamú ondulado,Amazonia
709435,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Rey Zamuro, San Martín, Meta",3.546,,song,A,0:24,https://xeno-canto.org/709435/download,2022-03-15,Tinamidae,Tinamú ondulado,Colombia_otro
580194,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Vereda Santa Rita, Piamonte, Cauca",1.1226,,song,A,0:17,https://xeno-canto.org/580194/download,2020-07-31,Tinamidae,Tinamú ondulado,Colombia_otro
180328,Crypturellus,undulatus,Undulated Tinamou,Colombia,"San Martín, Meta",3.6919,,song,A,0:53,https://xeno-canto.org/180328/download,2013-09-15,Tinamidae,Tinamú ondulado,Colombia_otro
154637,Crypturellus,undulatus,Undulated Tinamou,Colombia,"La Macarena, Meta",2.0529,,song,A,2:09,https://xeno-canto.org/154637/download,2013-10-02,Tinamidae,Tinamú ondulado,Colombia_otro
148230,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Meta, Guamal, Hacienda Mozambique",3.950556,,song,A,0:33,https://xeno-canto.org/148230/download,1994-09-20,Tinamidae,Tinamú ondulado,Colombia_otro
148049,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Meta, Puerto López, Hacienda Mozambique",3.950556,,song,A,0:34,https://xeno-canto.org/148049/download,1991-01-03,Tinamidae,Tinamú ondulado,Colombia_otro
23706,Crypturellus,undulatus,Undulated Tinamou,Colombia,San Martin,,,song,A,0:17,https://xeno-canto.org/23706/download,2008-05-17,Tinamidae,Tinamú ondulado,Colombia_otro
117750,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Centro de Investigaciones Ecológicas La Macarena. Río Duda, Macarena, Meta",2.742222,,song,B,1:30,https://xeno-canto.org/117750/download,1993-03-02,Tinamidae,Tinamú ondulado,Colombia_otro
117744,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Centro de Investigaciones Ecológicas La Macarena. Río Duda, Macarena, Meta",2.742222,,song,B,2:43,https://xeno-canto.org/117744/download,2003-02-14,Tinamidae,Tinamú ondulado,Colombia_otro
54800,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,song,B,0:35,https://xeno-canto.org/54800/download,2000-04-18,Tinamidae,Tinamú ondulado,Colombia_otro
54801,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,song,C,0:43,https://xeno-canto.org/54801/download,2000-04-18,Tinamidae,Tinamú ondulado,Colombia_otro
743542,Lipaugus,vociferans,Screaming Piha,Colombia,"Leticia, Amazonas",-4.0366,,song,B,0:59,https://xeno-canto.org/743542/download,2020-08-30,Cotingidae,Piha gritona,Amazonia
329364,Lipaugus,vociferans,Screaming Piha,Colombia,"Leticia, Amazonas",-4.0279,,song,B,2:16,https://xeno-canto.org/329364/download,2016-01-18,Cotingidae,Piha gritona,Amazonia
163595,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Amacaycau, Leticia, Amazonas",-3.8717,,song,B,0:30,https://xeno-canto.org/163595/download,1987-01-00,Cotingidae,Piha gritona,Amazonia
421081,Lipaugus,vociferans,Screaming Piha,Colombia,"Finca San Carlos, Vereda Peneya,  Puerto Asís, Putumayo",0.5362,,song,A,0:43,https://xeno-canto.org/421081/download,2018-06-13,Cotingidae,Piha gritona,Amazonia
81846,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,song,A,1:40,https://xeno-canto.org/81846/download,2011-06-13,Cotingidae,Piha gritona,Amazonia
81845,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,song,A,1:37,https://xeno-canto.org/81845/download,2011-06-13,Cotingidae,Piha gritona,Amazonia
81844,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,"call, song",A,0:36,https://xeno-canto.org/81844/download,2011-06-13,Cotingidae,Piha gritona,Amazonia
81843,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,call,A,0:53,https://xeno-canto.org/81843/download,2011-06-11,Cotingidae,Piha gritona,Amazonia
81842,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,call,A,0:26,https://xeno-canto.org/81842/download,2011-06-11,Cotingidae,Piha gritona,Amazonia
56138,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes. Road to Santa Cruz",,,?,A,0:33,https://xeno-canto.org/56138/download,2009-02-16,Cotingidae,Piha gritona,Amazonia
1043160,Lipaugus,vociferans,Screaming Piha,Colombia,"White sand forest (approx), Mitú, Vaupés",1.2111,,song,B,1:10,https://xeno-canto.org/1043160/download,2022-10-22,Cotingidae,Piha gritona,Amazonia
921734,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitú, Vaupes",1.0943,,song,B,1:31,https://xeno-canto.org/921734/download,2024-01-21,Cotingidae,Piha gritona,Amazonia
443979,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,0:39,https://xeno-canto.org/443979/download,2018-11-11,Cotingidae,Piha gritona,Amazonia
443978,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,3:51,https://xeno-canto.org/443978/download,2018-11-11,Cotingidae,Piha gritona,Amazonia
357225,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,3:07,https://xeno-canto.org/357225/download,2017-02-18,Cotingidae,Piha gritona,Amazonia
357224,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,0:53,https://xeno-canto.org/357224/download,2017-02-18,Cotingidae,Piha gritona,Amazonia
1041185,Lipaugus,vociferans,Screaming Piha,Colombia,"Bocatoma, terra firme forest, Mitú",1.1792,,song,A,2:01,https://xeno-canto.org/1041185/download,2022-10-21,Cotingidae,Piha gritona,Colombia_otro
901262,Lipaugus,vociferans,Screaming Piha,Colombia,"La Uribe, Meta, PNN Cordillera de los Picachos ",2.7526,,song,A,0:10,https://xeno-canto.org/901262/download,2013-08-11,Cotingidae,Piha gritona,Colombia_otro
591823,Lipaugus,vociferans,Screaming Piha,Colombia,"La Sonora-Piamonte, Cauca",1.1767,,song,A,0:04,https://xeno-canto.org/591823/download,2019-10-18,Cotingidae,Piha gritona,Colombia_otro
591821,Lipaugus,vociferans,Screaming Piha,Colombia,"La Sonora-Piamonte, Cauca",1.1767,,song,A,0:05,https://xeno-canto.org/591821/download,2019-10-18,Cotingidae,Piha gritona,Colombia_otro
458958,Lipaugus,vociferans,Screaming Piha,Colombia,"Piamonte, Cauca",1.0538,,song,A,0:35,https://xeno-canto.org/458958/download,2019-02-22,Cotingidae,Piha gritona,Colombia_otro
1043152,Lipaugus,vociferans,Screaming Piha,Colombia,"Bocatoma, terra firme forest, Mitú",1.1792,,song,B,0:10,https://xeno-canto.org/1043152/download,2022-10-21,Cotingidae,Piha gritona,Colombia_otro
591825,Lipaugus,vociferans,Screaming Piha,Colombia,"La Sonora-Piamonte, Cauca",1.1767,,song,B,0:04,https://xeno-canto.org/591825/download,2019-10-18,Cotingidae,Piha gritona,Colombia_otro
